lead_id,created_at,zone,job_type,weekday_day,weekday_eve,weekend,budget_max,urgency,hours_wanted,pref_gender,language,is_returning,source
L00038,2025-10-19,Z14,repair,0,1,0,36.0,none,10,any,en,0,paid_search
L01417,2025-10-19,Z11,repair,1,1,1,,deadline,10,any,ro,0,paid_search
L01084,2025-10-19,Z05,install,0,0,0,35.0,none,10,any,en,0,paid_search
L00481,2025-10-19,Z17,install,1,1,1,35.0,none,40,any,en,0,paid_search
L00461,2025-10-19,Z07,install,1,1,1,31.0,none,30,any,pl,0,paid_search
L01011,2025-10-19,Z25,install,0,0,0,43.0,none,10,any,ur,0,paid_search
L01724,2025-10-19,Z17,repair,1,0,1,43.0,emergency,10,any,tr,0,paid_search
L00444,2025-10-19,Z13,install,1,1,1,50.0,deadline,20,any,en,0,organic
L00429,2025-10-19,Z04,install,0,0,1,41.0,none,40,any,en,0,paid_search
L00708,2025-10-19,Z10,repair,0,0,1,38.0,none,20,any,en,0,paid_search
L01107,2025-10-19,Z28,install,0,0,0,45.0,none,30,any,pl,0,paid_search
L01560,2025-10-19,Z15,repair,0,0,1,41.0,deadline,20,F,en,0,paid_search
L00757,2025-10-20,Z19,repair,0,1,0,37.0,none,30,any,ur,0,organic
L01149,2025-10-20,Z02,repair,0,1,1,41.0,deadline,20,any,ur,0,paid_search
L00420,2025-10-20,Z04,install,0,1,0,44.0,none,40,any,ro,0,organic
L00254,2025-10-20,Z11,install,1,1,0,23.0,deadline,10,any,en,0,organic
L02160,2025-10-20,Z29,repair,1,1,1,47.0,deadline,40,any,en,1,paid_search
L02569,2025-10-20,Z14,repair,0,1,0,40.0,none,40,any,ro,0,paid_search
L02928,2025-10-20,Z21,repair,0,0,1,33.0,none,30,any,en,0,organic
L02744,2025-10-20,Z06,repair,0,0,0,40.0,emergency,10,any,en,1,paid_search
L01213,2025-10-20,Z11,install,1,1,0,38.0,none,20,any,en,0,paid_search
L01296,2025-10-20,Z29,install,0,1,0,35.0,deadline,30,F,ro,0,paid_search
L01157,2025-10-20,Z20,repair,0,1,1,49.0,none,10,any,tr,0,paid_search
L01086,2025-10-20,Z30,repair,1,0,1,33.0,deadline,30,any,pl,0,referral
L01667,2025-10-20,Z22,install,0,0,1,32.0,emergency,20,any,ro,0,paid_search
L02784,2025-10-20,Z24,install,1,1,1,41.0,none,10,any,en,0,organic
L01796,2025-10-21,Z15,install,1,1,0,43.0,deadline,20,any,ur,0,organic
L00686,2025-10-21,Z22,repair,1,1,1,34.0,emergency,30,any,en,0,organic
L02913,2025-10-21,Z17,repair,1,1,0,44.0,deadline,40,any,en,0,paid_search
L02556,2025-10-21,Z13,repair,0,0,0,36.0,none,30,any,en,0,referral
L00448,2025-10-21,Z16,repair,1,1,1,32.0,none,10,any,tr,0,paid_search
L00631,2025-10-21,Z02,install,0,0,0,39.0,deadline,20,any,ur,0,paid_search
L01082,2025-10-21,Z27,install,1,1,1,39.0,deadline,10,F,en,0,paid_search
L02809,2025-10-21,Z05,repair,0,1,1,40.0,none,30,any,en,0,organic
L00758,2025-10-21,Z22,repair,0,1,0,32.0,none,30,any,tr,0,paid_search
L00310,2025-10-21,Z29,repair,1,1,1,39.0,deadline,20,any,ro,0,organic
L01874,2025-10-21,Z20,install,0,0,1,50.0,none,20,any,ro,0,paid_search
L02630,2025-10-21,Z20,repair,0,1,0,43.0,deadline,20,any,en,0,paid_search
L02175,2025-10-22,Z29,repair,0,0,0,39.0,none,10,any,ro,0,paid_search
L02807,2025-10-22,Z26,repair,1,1,1,48.0,none,20,any,en,0,paid_search
L00123,2025-10-22,Z14,repair,0,0,1,37.0,none,10,any,en,0,paid_search
L02273,2025-10-22,Z29,install,1,0,1,36.0,deadline,10,any,ro,0,paid_search
L02349,2025-10-22,Z30,repair,0,1,1,33.0,none,40,any,tr,0,paid_search
L00030,2025-10-22,Z21,install,0,0,0,39.0,none,40,any,ur,0,paid_search
L01323,2025-10-22,Z03,install,1,0,0,30.0,none,10,any,pl,0,paid_search
L01118,2025-10-22,Z22,install,0,1,1,38.0,deadline,20,any,en,0,paid_search
L01207,2025-10-23,Z05,install,0,1,0,46.0,deadline,20,any,pl,0,organic
L00414,2025-10-23,Z15,install,0,0,1,,deadline,10,any,en,0,paid_search
L01478,2025-10-23,Z27,install,0,1,1,41.0,none,20,any,en,0,paid_search
L01505,2025-10-23,Z24,repair,0,1,1,40.0,none,40,any,en,0,paid_search
L02266,2025-10-23,Z11,install,0,0,0,25.0,none,20,any,ro,0,paid_search
L00773,2025-10-23,Z08,install,1,0,1,43.0,emergency,10,any,en,0,referral
L01196,2025-10-23,Z26,install,0,1,1,29.0,none,20,any,ur,0,paid_search
L02116,2025-10-23,Z10,repair,1,1,0,41.0,none,20,any,ur,1,paid_search
L02870,2025-10-23,Z19,repair,0,1,0,44.0,deadline,10,any,en,0,paid_search
L02469,2025-10-23,Z28,install,0,0,0,39.0,none,10,any,en,0,paid_search
L00503,2025-10-23,Z02,repair,0,0,1,31.0,none,40,any,en,0,referral
L00144,2025-10-23,Z20,repair,0,1,1,34.0,deadline,20,any,en,0,organic
L00170,2025-10-23,Z18,repair,0,0,0,31.0,none,20,any,ur,0,organic
L00347,2025-10-23,Z16,repair,0,1,0,33.0,none,10,any,en,0,organic
L00643,2025-10-23,Z28,install,1,1,0,44.0,none,40,F,en,0,paid_search
L00205,2025-10-23,Z11,install,1,0,0,30.0,none,40,any,en,0,paid_search
L02849,2025-10-24,Z05,repair,1,0,1,37.0,none,20,any,en,0,paid_search
L01705,2025-10-24,Z03,install,1,0,1,40.0,none,10,any,ur,0,organic
L00664,2025-10-24,Z16,install,0,0,0,44.0,none,10,any,ro,0,paid_search
L00837,2025-10-24,UNKNOWN,repair,1,1,1,24.0,none,20,any,ro,0,paid_search
L00781,2025-10-24,Z09,install,0,1,0,31.0,none,40,any,tr,0,paid_search
L00698,2025-10-24,Z07,repair,0,0,0,33.0,deadline,30,any,ro,0,referral
L00676,2025-10-24,UNKNOWN,repair,0,0,1,41.0,none,20,any,ur,1,paid_search
L01779,2025-10-24,Z24,install,0,0,1,49.0,none,10,any,en,0,paid_search
L01564,2025-10-24,Z02,repair,0,0,1,32.0,deadline,10,F,en,0,paid_search
L02681,2025-10-24,Z30,install,0,0,0,30.0,none,20,any,en,0,paid_search
L00312,2025-10-25,Z15,repair,0,1,1,41.0,none,20,any,en,0,paid_search
L01061,2025-10-25,Z25,repair,0,0,1,,none,20,F,en,0,paid_search
L01018,2025-10-25,Z05,repair,1,1,0,30.0,deadline,20,any,en,0,referral
L02988,2025-10-25,Z22,repair,1,0,0,32.0,deadline,30,any,en,0,organic
L01125,2025-10-25,Z01,repair,1,0,1,34.0,none,30,any,en,0,organic
L01675,2025-10-25,Z20,repair,0,1,1,,none,30,any,en,0,organic
L00660,2025-10-25,Z24,install,1,0,0,37.0,none,20,F,pl,0,paid_search
L00112,2025-10-25,Z19,repair,1,1,1,27.0,deadline,10,any,ur,0,paid_search
L00964,2025-10-25,Z22,repair,1,1,1,31.0,none,20,any,tr,0,organic
L00885,2025-10-25,Z07,install,1,1,1,37.0,none,30,any,pl,0,referral
L01743,2025-10-26,Z19,repair,1,0,0,36.0,deadline,10,F,en,0,organic
L02388,2025-10-26,Z02,repair,0,1,0,40.0,none,20,any,ur,0,paid_search
L02973,2025-10-26,Z09,install,1,1,1,53.0,none,10,any,pl,0,referral
L00010,2025-10-26,Z17,install,0,1,0,32.0,none,10,any,ro,0,paid_search
L01332,2025-10-26,Z24,install,0,1,0,34.0,none,20,any,en,0,referral
L02510,2025-10-26,Z07,install,1,0,1,39.0,deadline,20,any,ur,0,referral
L02728,2025-10-26,Z30,repair,0,1,0,36.0,none,20,any,tr,0,organic
L00023,2025-10-26,Z09,install,1,1,0,31.0,none,30,F,en,0,organic
L00658,2025-10-26,Z29,install,0,0,1,39.0,none,20,any,en,0,paid_search
L02220,2025-10-26,Z12,repair,1,0,1,47.0,none,30,any,en,0,referral
L02117,2025-10-26,Z22,install,1,0,1,38.0,none,10,any,en,0,paid_search
L02335,2025-10-26,Z22,repair,0,1,0,42.0,none,10,F,ur,0,paid_search
L02290,2025-10-26,Z25,repair,0,1,1,39.0,none,40,any,pl,0,referral
L02323,2025-10-26,Z12,install,1,0,1,34.0,deadline,30,any,en,0,paid_search
L00520,2025-10-26,Z19,repair,0,1,1,36.0,none,10,F,en,0,paid_search
L01510,2025-10-26,Z21,install,1,1,1,32.0,none,10,any,ur,0,paid_search
L01919,2025-10-26,Z18,repair,0,1,1,43.0,none,20,any,ro,0,paid_search
L01361,2025-10-26,Z10,repair,1,1,0,48.0,emergency,10,any,en,0,paid_search
L02344,2025-10-26,Z19,repair,0,1,1,32.0,none,10,any,pl,0,paid_search
L02806,2025-10-26,Z16,install,1,1,1,39.0,none,10,any,tr,1,paid_search
L02865,2025-10-26,Z07,repair,1,1,1,49.0,deadline,20,any,en,0,referral
L01761,2025-10-27,Z06,repair,0,1,1,37.0,none,20,any,en,0,paid_search
L00518,2025-10-27,Z22,repair,1,0,0,37.0,none,40,any,tr,0,paid_search
L00447,2025-10-27,Z17,install,1,0,1,21.0,none,10,any,tr,0,paid_search
L01441,2025-10-27,Z23,repair,1,1,0,31.0,none,30,any,tr,0,organic
L01587,2025-10-27,Z21,install,1,1,1,,deadline,20,any,en,0,organic
L02350,2025-10-27,Z22,repair,0,0,0,40.0,none,30,any,pl,0,referral
L01027,2025-10-27,Z28,install,0,0,0,,none,20,F,en,1,referral
L02281,2025-10-27,Z18,repair,1,0,1,37.0,none,10,F,en,0,organic
L02268,2025-10-27,UNKNOWN,install,1,1,0,49.0,none,40,F,ro,0,paid_search
L02882,2025-10-27,Z04,install,0,1,0,33.0,deadline,20,any,en,1,organic
L02576,2025-10-27,Z13,install,1,1,0,42.0,none,20,any,en,0,paid_search
L02635,2025-10-27,UNKNOWN,install,0,0,0,43.0,emergency,40,any,en,0,paid_search
L01489,2025-10-27,Z07,repair,0,1,0,28.0,none,40,any,en,0,paid_search
L01548,2025-10-27,Z21,install,0,0,0,,deadline,30,any,tr,0,paid_search
L00830,2025-10-27,Z24,install,1,1,0,36.0,emergency,10,any,en,0,organic
L00736,2025-10-27,Z23,install,0,1,1,45.0,none,30,any,pl,0,referral
L02038,2025-10-27,Z22,repair,1,1,1,39.0,none,10,any,en,1,referral
L00138,2025-10-27,Z25,repair,0,1,0,46.0,deadline,10,any,en,0,organic
L00789,2025-10-27,Z23,repair,0,0,0,45.0,emergency,40,any,pl,0,paid_search
L00224,2025-10-27,Z15,install,0,1,1,38.0,none,40,any,pl,0,paid_search
L00748,2025-10-27,Z06,install,0,0,1,35.0,none,10,F,en,0,paid_search
L02481,2025-10-27,Z15,repair,0,1,0,45.0,none,10,any,en,0,paid_search
L02486,2025-10-27,Z27,install,0,0,0,32.0,deadline,20,F,en,0,paid_search
L01752,2025-10-28,Z02,repair,0,0,0,38.0,deadline,40,any,pl,0,paid_search
L00738,2025-10-28,Z03,repair,0,1,1,32.0,none,10,F,en,0,paid_search
L01653,2025-10-28,Z21,repair,0,0,1,28.0,none,20,any,en,1,paid_search
L02483,2025-10-28,Z17,repair,0,1,0,40.0,none,20,any,en,0,organic
L00825,2025-10-28,Z21,install,1,0,1,36.0,none,10,any,en,0,paid_search
L02683,2025-10-28,Z06,install,1,1,1,34.0,none,20,any,ro,0,paid_search
L00879,2025-10-28,Z24,repair,0,1,0,32.0,deadline,10,any,ur,0,referral
L01719,2025-10-28,Z25,install,1,1,1,44.0,deadline,10,any,tr,0,organic
L01217,2025-10-28,Z28,repair,1,0,0,23.0,none,20,F,ro,0,paid_search
L02687,2025-10-28,Z11,install,0,0,1,33.0,none,10,any,tr,0,paid_search
L02555,2025-10-28,Z05,install,0,0,1,40.0,deadline,10,any,en,0,paid_search
L00504,2025-10-28,Z23,repair,1,1,0,42.0,none,10,any,tr,0,paid_search
L00864,2025-10-28,Z16,repair,0,1,1,46.0,none,20,any,en,0,paid_search
L02087,2025-10-28,Z26,install,0,0,1,39.0,deadline,30,F,tr,0,referral
L00273,2025-10-29,Z02,repair,0,0,0,32.0,none,10,any,pl,0,organic
L00639,2025-10-29,Z26,install,0,1,0,57.0,none,40,any,ro,0,paid_search
L02017,2025-10-29,Z16,repair,0,1,1,34.0,none,20,F,en,1,referral
L01767,2025-10-29,Z22,install,1,1,0,32.0,none,20,F,pl,0,paid_search
L00329,2025-10-29,Z27,repair,0,0,0,46.0,none,30,any,en,0,referral
L01947,2025-10-29,Z07,repair,1,1,1,,none,30,any,ur,0,paid_search
L02142,2025-10-29,Z20,repair,0,1,0,48.0,none,20,any,ur,0,organic
L00856,2025-10-29,Z05,install,1,1,0,30.0,none,20,any,ro,0,paid_search
L01389,2025-10-29,Z28,repair,1,0,1,25.0,deadline,30,any,en,0,organic
L02169,2025-10-29,Z06,install,0,0,1,31.0,deadline,10,any,pl,0,organic
L01854,2025-10-29,Z16,repair,1,1,1,36.0,none,20,any,en,0,paid_search
L02361,2025-10-29,Z19,install,0,1,1,42.0,none,10,F,pl,0,organic
L01749,2025-10-29,UNKNOWN,install,1,1,1,34.0,none,20,any,en,0,referral
L01451,2025-10-29,Z12,repair,0,0,0,36.0,none,10,F,en,0,paid_search
L02711,2025-10-29,Z04,install,0,1,0,41.0,none,30,any,tr,0,paid_search
L00421,2025-10-29,Z19,repair,0,0,1,41.0,none,10,any,tr,0,referral
L00563,2025-10-29,Z10,install,1,0,1,32.0,deadline,20,any,en,0,paid_search
L01573,2025-10-30,Z25,install,0,1,0,46.0,deadline,20,any,en,0,paid_search
L01568,2025-10-30,Z19,install,0,1,0,31.0,deadline,20,any,pl,0,organic
L01393,2025-10-30,Z13,install,0,1,0,49.0,none,10,any,ur,0,paid_search
L00688,2025-10-30,Z07,repair,1,0,0,37.0,none,20,any,en,0,organic
L02079,2025-10-30,Z01,install,0,0,0,43.0,none,20,any,en,0,organic
L01547,2025-10-30,Z11,repair,0,1,1,38.0,none,20,any,en,0,organic
L02864,2025-10-30,Z25,install,1,1,1,41.0,none,20,F,en,0,paid_search
L02645,2025-10-30,Z17,install,0,1,1,40.0,none,10,any,en,0,organic
L00441,2025-10-30,Z01,install,0,0,1,39.0,emergency,20,F,en,0,paid_search
L00381,2025-10-30,Z25,install,0,1,1,,none,10,any,en,0,paid_search
L00211,2025-10-30,Z05,install,0,0,0,32.0,none,10,any,tr,0,paid_search
L01090,2025-10-30,Z26,repair,0,1,1,49.0,deadline,20,any,ur,0,paid_search
L01844,2025-10-30,Z13,install,0,0,1,,none,20,F,en,0,paid_search
L01898,2025-10-30,Z29,install,0,1,1,35.0,none,10,F,en,0,paid_search
L00792,2025-10-30,Z08,repair,1,1,1,34.0,none,30,F,pl,0,paid_search
L00846,2025-10-30,Z22,repair,0,1,0,34.0,none,10,any,ur,0,organic
L02085,2025-10-31,Z05,repair,0,1,1,41.0,none,10,any,pl,0,paid_search
L00920,2025-10-31,Z23,repair,0,0,1,28.0,deadline,30,any,en,0,organic
L00508,2025-10-31,Z18,install,1,1,0,38.0,none,20,F,en,0,organic
L01353,2025-10-31,Z23,install,0,0,0,32.0,deadline,20,any,en,0,paid_search
L00141,2025-10-31,Z18,repair,0,1,1,33.0,none,20,any,ro,0,paid_search
L00247,2025-10-31,Z29,install,0,1,0,47.0,deadline,10,any,en,0,paid_search
L00665,2025-10-31,Z29,install,0,0,0,38.0,none,20,any,pl,0,paid_search
L00315,2025-10-31,Z12,repair,0,0,0,46.0,emergency,20,F,en,0,organic
L02756,2025-10-31,Z28,install,0,0,1,42.0,none,40,F,pl,0,organic
L01637,2025-10-31,Z10,install,1,1,0,48.0,none,10,any,en,0,organic
L00858,2025-10-31,Z24,repair,1,0,1,30.0,none,30,any,en,0,organic
L01936,2025-10-31,Z27,repair,0,1,1,39.0,emergency,10,any,pl,0,organic
L00104,2025-10-31,Z11,repair,1,0,0,43.0,none,20,any,ur,0,paid_search
L01058,2025-10-31,Z06,install,0,0,1,42.0,deadline,20,any,en,0,paid_search
L02186,2025-10-31,Z13,install,0,0,0,34.0,none,20,any,pl,0,paid_search
L02544,2025-11-01,Z05,install,0,1,0,45.0,none,20,any,pl,0,organic
L02401,2025-11-01,Z03,install,0,1,1,37.0,none,40,any,en,1,paid_search
L02752,2025-11-01,Z02,install,0,0,0,45.0,emergency,30,any,pl,0,paid_search
L02096,2025-11-01,Z20,repair,0,0,0,32.0,deadline,30,F,en,0,paid_search
L02598,2025-11-01,Z09,repair,1,0,0,32.0,none,20,any,ro,0,paid_search
L00025,2025-11-01,Z19,repair,1,1,1,47.0,deadline,20,any,ro,0,paid_search
L02651,2025-11-01,Z09,repair,1,0,0,,none,10,any,en,1,referral
L01583,2025-11-01,Z02,repair,1,1,1,35.0,none,30,any,en,0,paid_search
L00098,2025-11-01,Z30,repair,0,1,1,42.0,emergency,30,any,tr,0,paid_search
L02316,2025-11-02,Z24,install,0,1,0,44.0,none,10,any,tr,0,paid_search
L00220,2025-11-02,Z20,install,0,0,0,,none,10,F,ur,0,paid_search
L00538,2025-11-02,Z01,repair,0,0,0,40.0,none,20,any,en,0,organic
L00731,2025-11-02,Z09,install,0,1,0,34.0,none,20,any,en,0,paid_search
L00097,2025-11-02,Z13,repair,1,0,1,32.0,none,20,any,en,0,paid_search
L00727,2025-11-02,Z03,install,0,1,1,37.0,none,20,any,pl,0,organic
L01322,2025-11-02,Z28,install,1,0,1,34.0,none,10,any,tr,0,referral
L00453,2025-11-02,Z03,install,1,1,0,22.0,deadline,10,any,en,0,paid_search
L00853,2025-11-02,Z17,install,0,0,0,40.0,none,10,F,en,0,paid_search
L01349,2025-11-02,Z11,repair,0,0,0,28.0,emergency,40,any,pl,0,paid_search
L01413,2025-11-02,Z06,repair,1,1,1,35.0,deadline,10,any,ro,0,paid_search
L02623,2025-11-02,Z13,repair,1,1,0,44.0,deadline,10,any,en,0,paid_search
L00877,2025-11-02,Z18,repair,1,0,0,37.0,emergency,20,any,en,0,paid_search
L02534,2025-11-02,Z29,install,0,1,1,43.0,deadline,20,any,ur,0,paid_search
L02930,2025-11-02,Z08,repair,0,0,1,,none,10,any,en,0,paid_search
L02031,2025-11-02,Z13,install,0,1,1,32.0,none,30,any,ur,0,paid_search
L00483,2025-11-02,Z29,install,0,1,1,47.0,deadline,10,any,en,0,paid_search
L01223,2025-11-02,Z01,install,0,0,1,32.0,deadline,30,any,en,0,paid_search
L00670,2025-11-02,Z10,install,0,1,0,36.0,emergency,30,F,en,0,organic
L00651,2025-11-02,Z21,install,1,1,0,27.0,none,40,any,en,0,paid_search
L02935,2025-11-02,Z28,repair,1,1,1,36.0,none,20,any,ur,0,paid_search
L00669,2025-11-02,Z22,install,0,0,0,29.0,none,20,any,ur,1,paid_search
L01161,2025-11-02,Z07,repair,0,1,1,35.0,deadline,20,any,en,0,organic
L00125,2025-11-03,Z02,repair,1,0,1,38.0,none,10,F,en,1,paid_search
L00297,2025-11-03,Z17,repair,1,0,0,38.0,deadline,10,any,en,0,paid_search
L02859,2025-11-03,Z04,install,0,0,0,37.0,none,20,any,en,0,organic
L01787,2025-11-03,Z24,install,1,1,0,39.0,none,40,any,en,0,organic
L01336,2025-11-03,Z13,repair,1,1,0,25.0,none,40,any,en,0,organic
L01205,2025-11-03,Z27,repair,1,1,1,37.0,none,30,any,pl,0,paid_search
L02822,2025-11-03,Z27,repair,0,1,0,,none,20,any,ur,0,paid_search
L02795,2025-11-03,Z04,install,1,1,1,35.0,none,20,any,en,0,referral
L01819,2025-11-03,Z08,repair,1,1,1,44.0,none,20,any,tr,0,referral
L02848,2025-11-03,Z20,install,1,0,1,35.0,none,30,F,ro,0,paid_search
L01106,2025-11-03,Z13,repair,0,1,0,45.0,deadline,10,any,en,0,paid_search
L00294,2025-11-03,Z26,install,0,0,0,32.0,none,20,any,ur,0,paid_search
L01243,2025-11-03,Z01,install,1,1,1,41.0,deadline,20,any,tr,0,paid_search
L01119,2025-11-03,Z09,install,0,1,1,43.0,none,20,F,pl,0,paid_search
L02669,2025-11-03,Z22,repair,0,0,1,52.0,none,20,any,en,0,organic
L01128,2025-11-03,Z22,install,0,1,1,35.0,emergency,20,any,ro,0,referral
L02885,2025-11-03,Z22,install,1,1,0,33.0,none,10,any,en,0,organic
L02714,2025-11-03,Z28,repair,0,1,1,37.0,none,30,any,en,0,paid_search
L01584,2025-11-03,Z13,repair,1,1,0,33.0,deadline,40,any,ur,1,organic
L01030,2025-11-03,Z19,repair,0,1,1,37.0,none,30,any,en,0,referral
L01694,2025-11-03,Z04,repair,0,0,0,34.0,deadline,30,any,ro,0,paid_search
L01029,2025-11-03,Z19,repair,0,1,0,44.0,none,30,any,pl,0,organic
L02722,2025-11-03,Z03,install,0,1,1,28.0,none,20,any,en,0,referral
L02552,2025-11-03,Z25,install,0,1,1,29.0,none,10,F,en,0,organic
L00998,2025-11-03,Z27,repair,0,1,0,34.0,deadline,10,any,ro,0,paid_search
L00372,2025-11-04,Z13,repair,0,1,0,,none,40,any,en,0,organic
L01311,2025-11-04,Z06,install,0,0,0,44.0,none,20,F,en,0,organic
L01460,2025-11-04,Z01,repair,0,0,1,42.0,deadline,30,any,en,0,paid_search
L01967,2025-11-04,Z12,install,1,1,0,39.0,none,20,any,en,0,paid_search
L01212,2025-11-04,Z29,repair,0,1,1,37.0,deadline,30,any,ro,0,paid_search
L00683,2025-11-04,Z16,repair,1,1,1,36.0,none,30,any,en,0,organic
L00003,2025-11-04,Z07,repair,1,0,1,37.0,none,10,any,en,0,referral
L01115,2025-11-04,Z03,repair,0,0,1,47.0,none,20,any,en,0,paid_search
L01114,2025-11-04,Z07,install,0,0,0,47.0,none,20,any,ur,0,organic
L02813,2025-11-04,Z13,repair,0,0,1,36.0,none,30,any,pl,0,paid_search
L00063,2025-11-04,Z17,repair,1,0,0,29.0,none,10,any,ur,0,organic
L02162,2025-11-04,Z14,repair,1,1,1,46.0,none,20,any,tr,0,paid_search
L00510,2025-11-04,Z02,repair,1,1,1,25.0,none,20,any,en,0,organic
L01325,2025-11-04,Z20,repair,1,1,1,49.0,deadline,30,any,en,0,paid_search
L01398,2025-11-04,Z30,repair,0,1,0,36.0,none,20,any,en,0,paid_search
L01474,2025-11-04,Z05,install,1,1,0,34.0,none,20,any,ur,0,paid_search
L00578,2025-11-04,Z02,repair,1,1,0,31.0,emergency,10,any,en,0,paid_search
L01585,2025-11-04,Z02,repair,0,1,1,,deadline,30,any,ur,0,paid_search
L00018,2025-11-04,Z02,repair,1,0,1,36.0,deadline,30,any,en,0,paid_search
L00238,2025-11-04,Z14,install,0,0,0,44.0,none,30,any,en,0,organic
L00646,2025-11-04,Z07,install,1,1,0,30.0,none,10,any,en,0,paid_search
L01422,2025-11-04,Z06,install,0,0,0,39.0,deadline,20,any,pl,0,organic
L00900,2025-11-04,Z03,install,1,1,1,33.0,none,20,any,en,0,organic
L00991,2025-11-04,Z12,install,1,1,1,36.0,none,20,F,pl,0,paid_search
L02397,2025-11-04,Z27,install,0,1,1,34.0,deadline,30,any,ur,0,organic
L00517,2025-11-04,Z03,repair,1,0,0,,none,30,any,pl,0,paid_search
L00358,2025-11-04,Z02,install,0,1,1,44.0,emergency,10,any,en,0,paid_search
L01745,2025-11-04,Z21,install,0,0,0,48.0,emergency,40,F,ur,0,paid_search
L00145,2025-11-05,Z05,install,1,1,0,37.0,deadline,10,any,pl,0,paid_search
L02035,2025-11-05,Z28,repair,1,0,0,36.0,deadline,20,F,ro,0,paid_search
L01663,2025-11-05,Z01,repair,1,1,1,40.0,deadline,20,any,en,0,paid_search
L01219,2025-11-05,Z15,install,0,0,1,28.0,none,20,any,en,0,organic
L02919,2025-11-05,Z16,install,0,0,1,37.0,deadline,30,any,ro,1,paid_search
L00364,2025-11-05,Z18,install,0,0,1,28.0,none,10,F,en,0,paid_search
L00318,2025-11-05,Z25,repair,0,0,1,37.0,none,30,any,en,0,paid_search
L00898,2025-11-05,Z03,repair,0,1,1,45.0,none,30,any,en,0,paid_search
L01554,2025-11-05,Z17,install,1,1,1,40.0,deadline,20,any,en,0,organic
L00712,2025-11-05,Z05,install,0,0,1,39.0,deadline,10,any,ro,0,paid_search
L02198,2025-11-05,Z12,install,0,1,1,35.0,emergency,10,any,ur,0,paid_search
L01853,2025-11-05,Z22,repair,0,0,1,32.0,none,10,any,en,0,paid_search
L00103,2025-11-05,Z28,repair,1,0,0,40.0,none,40,any,tr,0,paid_search
L02194,2025-11-05,Z10,repair,1,1,0,39.0,emergency,20,any,ur,1,organic
L02708,2025-11-05,Z17,repair,0,0,1,39.0,deadline,20,any,en,1,paid_search
L02695,2025-11-05,Z04,install,1,0,0,44.0,deadline,10,any,en,0,paid_search
L02228,2025-11-05,Z24,install,0,1,1,31.0,deadline,20,any,ur,0,paid_search
L00982,2025-11-06,Z02,repair,0,0,1,43.0,emergency,40,any,ro,0,organic
L01559,2025-11-06,Z26,repair,1,0,1,37.0,none,10,F,en,0,organic
L00734,2025-11-06,Z27,install,0,1,0,,none,20,any,en,0,paid_search
L00178,2025-11-06,Z25,repair,0,0,0,47.0,deadline,30,any,tr,0,paid_search
L02781,2025-11-06,Z23,repair,0,1,1,41.0,none,10,F,ur,1,organic
L02902,2025-11-06,Z16,repair,0,0,1,52.0,none,20,any,pl,0,paid_search
L00042,2025-11-06,Z02,repair,1,1,1,34.0,none,10,any,ur,0,paid_search
L01072,2025-11-06,Z19,repair,0,1,0,27.0,deadline,20,any,ro,0,paid_search
L01135,2025-11-06,Z02,install,0,1,0,,deadline,10,any,pl,0,paid_search
L01048,2025-11-06,Z08,repair,1,1,1,38.0,none,20,any,en,1,paid_search
L01049,2025-11-06,Z19,repair,0,0,1,37.0,none,20,any,en,1,organic
L00078,2025-11-06,Z09,install,0,0,1,34.0,none,30,any,ro,0,paid_search
L00118,2025-11-06,Z05,install,1,0,1,31.0,deadline,20,any,en,0,referral
L02641,2025-11-06,Z08,repair,0,1,1,41.0,none,20,any,en,0,organic
L00873,2025-11-07,Z25,repair,0,1,0,35.0,deadline,10,any,ur,0,paid_search
L01113,2025-11-07,Z18,repair,0,1,0,40.0,none,10,any,en,0,organic
L00986,2025-11-07,Z17,repair,0,1,1,26.0,none,40,any,en,0,organic
L00049,2025-11-07,Z05,install,0,1,0,44.0,none,20,any,ur,0,paid_search
L01735,2025-11-07,Z27,repair,1,0,1,39.0,deadline,10,any,ro,0,paid_search
L01402,2025-11-07,Z21,repair,1,0,1,,emergency,10,any,en,0,paid_search
L02910,2025-11-07,Z17,install,0,1,0,36.0,deadline,30,any,ro,0,paid_search
L02140,2025-11-07,Z16,repair,1,1,1,35.0,deadline,20,any,en,0,organic
L02179,2025-11-07,Z17,repair,0,1,1,42.0,none,10,any,en,0,paid_search
L01089,2025-11-07,Z28,repair,0,1,0,32.0,none,30,any,en,0,organic
L02419,2025-11-07,Z30,install,1,1,1,46.0,none,20,any,en,0,organic
L02364,2025-11-07,Z28,install,1,0,1,42.0,deadline,20,F,en,0,paid_search
L00617,2025-11-07,Z08,repair,0,1,0,39.0,deadline,10,any,en,0,paid_search
L02319,2025-11-07,Z27,repair,1,0,1,27.0,none,20,F,ro,0,organic
L01811,2025-11-07,Z30,repair,1,0,1,40.0,none,20,any,en,0,organic
L01064,2025-11-08,Z06,install,0,0,1,39.0,none,40,any,pl,0,paid_search
L02196,2025-11-08,Z27,install,1,0,0,36.0,none,20,any,tr,0,paid_search
L01069,2025-11-08,Z05,repair,1,0,1,31.0,none,10,any,ur,0,referral
L00262,2025-11-08,Z04,repair,1,0,1,41.0,deadline,10,any,tr,0,organic
L00352,2025-11-08,Z29,repair,0,0,0,29.0,none,20,any,en,1,paid_search
L02618,2025-11-08,Z09,repair,1,1,0,28.0,none,20,any,tr,0,paid_search
