feedback_id,created_at,author_type,channel,text,true_theme
F00263,2025-10-16,customer,review,"FYI Explains things in a way that actually makes sense, worth every penny Would appreciate a reply",workmanship_quality
F00264,2025-10-22,provider,support,so paid for a lead and the customer's number was disconnected otherwise fine my number is 07700 900008,lead_quality
F00265,2025-09-22,provider,survey,Feedback: Bought 13 leads this month and only one picked up the phone Otherwise fine my number is 07700 900775,lead_quality
F00266,2025-09-02,customer,review,"So Explains things in a way that actually makes sense, worth every penny email me at ahmed95@example.com Regards,",workmanship_quality
F00267,2025-10-07,provider,review,"Credits not refunded after the customer cancelled, support not replying Would appreciate a reply",credits_refund
F00268,2025-12-09,provider,review,"Honestly, Third enquiry this week where the person says they never filled anything in",lead_quality
F00269,2025-11-16,customer,support,So Turned up 25 minutes into a one hour slot and still charged the full hour Thanks,provider_no_show
F00270,2025-12-24,customer,support,"site left spotless and every connection checked, felt genuinely professional I live near Z26 4DB Sent from my iPhone",safety_issue
F00271,2026-02-24,customer,support,"honestly, booked a morning slot, waited 40 minutes, nobody came. no explanation",provider_no_show
F00272,2025-09-01,customer,support,Asked for cash up front for the full job then said the rate had gone up,price_dispute
F00273,2025-10-07,provider,survey,"Bought 11 leads this month and only one picked up the phone Cheers Regards,",lead_quality
F00274,2026-02-09,provider,review,"Just to say Kept coming back for the same fault each week, no real progress at all Not impressed",workmanship_quality
F00275,2025-11-16,provider,survey,"Honestly, Credits not refunded after the customer cancelled, support not replying Please sort it out",credits_refund
F00276,2025-12-28,provider,review,??,noise
F00277,2025-09-20,customer,review,"Kept coming back for the same fault each week, no real progress at all Please sort it out Regards,",workmanship_quality
F00278,2025-12-25,customer,survey,asked for cash up front for the full job then said the rate had gone up,price_dispute
F00279,2025-10-21,provider,support,"Hi, Lead was from Z17 which I don't even cover, why was it sent to me",lead_quality
F00280,2025-11-16,provider,review,So The availability calendar doesn't keep my changes after I close it Second time this has happened,app_bug
F00281,2026-02-04,provider,review,"Hi, Credits not refunded after the customer cancelled, support not replying",credits_refund
F00282,2025-09-19,customer,support,"feedback: sent three messages, no reply for a week",provider_communication
F00283,2026-03-01,provider,support,"charged for a lead i never accepted, please refund",credits_refund
F00284,2025-11-29,provider,support,"Getting enquiries from people who want work in three months, not now This was in Z21",lead_quality
F00285,2026-01-01,customer,survey,"Honestly, Left exposed wiring behind the panel and said it would be fine Not impressed",safety_issue
F00286,2025-10-19,customer,review,ok,noise
F00287,2025-09-08,provider,support,Turned up 25 minutes into a one hour slot and still charged the full hour,provider_no_show
F00288,2025-10-29,provider,review,"honestly, can't update my coverage zones, the save button is greyed out otherwise fine",app_bug
F00289,2025-09-10,customer,support,"hi, turned up 25 minutes into a one hour slot and still charged the full hour",provider_no_show
F00290,2026-01-10,provider,support,"Honestly, Uploaded a new profile photo and it shows sideways This was in Z05",app_bug
F00291,2025-09-25,provider,support,"just to say the customer was actually two counties away, the address must have been typed wrong my number is 07700 900515",lead_quality
F00292,2026-02-19,provider,review,"credits not refunded after the customer cancelled, support not replying",credits_refund
F00293,2025-09-11,provider,support,??,noise
F00294,2026-01-26,customer,survey,"Hi, Isolation switch didn't seem to work properly, felt unsafe Second time this has happened",safety_issue
F00295,2025-11-02,provider,survey,"Update - Login loop on Android, keeps sending me back to the start screen Cheers I live near Z14 7CC",app_bug
F00296,2025-09-12,customer,support,"still waiting for someone to call me back, it's been 7 days cheers",provider_communication
F00297,2025-12-31,provider,support,The availability calendar doesn't keep my changes after I close it Cheers,app_bug
F00298,2025-10-07,provider,support,"FYI Same customer sent to me twice, charged twice Been using the site since December",lead_quality
F00299,2026-02-09,provider,survey,"Same customer sent to me twice, charged twice Thanks I live near Z02 7DD Regards,",lead_quality
F00300,2025-09-19,provider,review,"Feedback: Same customer sent to me twice, charged twice Been using the site since January Regards,",lead_quality
F00301,2026-02-03,provider,review,"FYI Lead was from Z20 which I don't even cover, why was it sent to me Second time this has happened",lead_quality
F00302,2025-09-01,customer,survey,"Hi, Explains things in a way that actually makes sense, worth every penny Been using the site since November",workmanship_quality
F00303,2026-01-16,provider,survey,Customers keep saying they already found someone by the time I call This was in Z30,lead_quality
F00304,2025-12-02,provider,review,Update - Provider Priya didn't turn up for the first visit and never called Otherwise fine,provider_no_show
F00305,2025-11-29,customer,review,"Honestly, Nobody got in touch after I filled in the form",provider_communication
F00306,2026-02-10,provider,review,"feedback: my balance went down by 3 and i didn't buy anything, what happened -- This message was sent via the marketplace app",credits_refund
F00307,2025-09-29,provider,support,"Honestly, Login loop on Android, keeps sending me back to the start screen Second time this has happened",app_bug
F00308,2026-01-07,provider,survey,"Not happy. Login loop on Android, keeps sending me back to the start screen",app_bug
F00309,2025-11-25,provider,survey,"Quick one: The refund button does nothing, credits just disappeared Please sort it out",credits_refund
F00310,2026-01-25,customer,support,"snapped at me when i asked a question, made the whole thing uncomfortable my number is 07700 900837",workmanship_quality
F00311,2025-09-21,customer,support,update - nobody got in touch after i filled in the form my number is 07700 900822,provider_communication
F00312,2026-02-07,customer,survey,"Not happy. Every visit had a clear plan and a recap at the end, finished in 14 days This was in Z10 Regards,",workmanship_quality
F00313,2026-01-27,provider,support,"Honestly, Really thorough, explained the whole job clearly and finished ahead of time! This was in Z08",workmanship_quality
F00314,2025-11-28,customer,review,fyi the multi-day discount on the profile turned out not to exist been using the site since december email me at fatima69@example.com,price_dispute
F00315,2025-09-12,provider,support,"not happy. filled in my details twice and heard nothing, is this site even active would appreciate a reply",provider_communication
F00316,2025-12-16,customer,support,ok,noise
F00317,2025-09-07,customer,review,Provider Marek didn't turn up for the first visit and never called Thanks,provider_no_show
F00318,2025-09-09,customer,survey,Paid for the lead apparently but I never heard from anyone Would appreciate a reply,provider_communication
F00319,2025-09-27,customer,survey,"Really thorough, explained the whole job clearly and finished ahead of time! Would appreciate a reply",workmanship_quality
F00320,2026-01-24,provider,support,"Quick one: Felt rushed, didn't finish the sealing properly before leaving Would appreciate a reply Sent from my iPhone",workmanship_quality
